app_name,review_all,sentimen
Ajaib,aplikasi sampah aktivasi susah proses lama lebih dari seminggu buang2 waktu doang pengen tutup akun saja dipersulit mending transaksi langsung di sekuritas lain,negative
Ajaib,good,positive
Ajaib,sangat tidak disarankan mau tarik uang sangat dipersulit tibatiba akun dipakai sepihak oleh ajaib untuk nambah dan kurangi saldo akun kita tidak privasi sangat buruk,negative
Ajaib,pertama,positive
Ajaib,tidak dapat merubah informasi bank yang salah ketik no rekening,neutral
Ajaib,wihh ini nih aplikasi invest yang pernah ku coba ajaib saham emang selalu terthebest bagi kaum rebahan yang pengen cuan sekarang aku lagi ikutan event dari ajaib saham ipo anak usaha mdka pama yang katanya sudah rilis yokk gas bestiee beli di ajaib saham biar dapet jatah ipo juga yok daftar yok klo beruntung bisa dapet cashback saham emas 100k lhohhh,positive
Ajaib,lama beut liquid uang dari ajaib alpha ke saldo nya,neutral
Ajaib,saham unvr saya beli lewat ajaib karena stabil dan cocok untuk jangka panjang analisis performanya jelas dan mudah dipahami bahkan untuk pemula,positive
Ajaib,ajaib saham cocok sih buat pemula karna fiturnya lengkap prosesnya cukup gampang tidak ribetterus sahamnya juga banyak ada saham bbcagotocdia mantap pokoknya mudahmudahan makin berkembang,positive
Ajaib,aplikasi andalanku untuk investasi saham seharihari,positive
Ajaib,investasi saham sangar bagus,positive
Ajaib,gass buruan ikutan lagi ada promosi lucky draw bisa dapat saham emas free,neutral
Ajaib,kenapa dana yang saya tarik tidak bisa di tarik semuanya dan kenapa saldonya bisa berkurang padahal belum di gunakan,neutral
Ajaib,gimana ini oy jual saham us 122rb sudah sucses tapi yang masuk cuma 20rb yang 102rb kemana ini hoy buset dah,negative
Ajaib,sangat membantu buat pemula yang baru mau belajar tentang saham nabung investasi reksadana memberikan saya fleksibilitas dan potensi keuntungan jangka panjang proses nya cukup mudah dan bisa dimulai dengan modal kecil,positive
Ajaib,baru coba ajaib untuk beli reksa dana proses cepat ui mudah dipahami dan fitur nabung reksadana bikin saya bisa mulai investasi kecilkecilan recomended untuk pemula,positive
Ajaib,aplikasi ini sangat memudahkan bisa beli jual dan pantau investasi langsung dari hp tidak perlu datang ke bank atau lembaga keuangan dan pastinya proses jual beli reksa dana saham atau obligasi bisa dilakukan kapan saja 24 jam dan pastinya aplikasi aman diawasi oleh ojk,positive
Ajaib,kenapa pembelian token dan listrik lama masuk ya min dan minta tolong di berikan user untuk bisa berkomunikasi lewat aplikaai soalnya bigung klw ada hal seperti ini min,neutral
Ajaib,awalnya saya cuma penasaran ingin coba investasi saham bbca lewat ajaib saham eh ternyata tampilannya simpel banget tidak perlu bingung kayak aplikasi lain selain saham saya juga mulai nabung reksadana buat jangka panjang semua fiturnya lengkap dan edukatif cocok buat pemula maupun yang sudah paham pasar modal,positive
Ajaib,aplikasi nya sangat bagus buat inves saya yang pemula baru coba,positive
Ajaib,aplikasi ajaib ini adalah platform investasi online yang memungkinkan pengguna untuk membeli dan menjual saham reksadana mudah dipahami bagi pemula tampilannya simple fiturnya juga mudah dipahami cocok untuk pengguna baru yang akan memulai tabungan saham newbie atau pemula,positive
Ajaib,sudah beberapa minggu ini memakai aplikasi ajaib untuk trading sahamcaranya juga cukup mudah dan dapat di pahamiaku juga membeli saham bbca disini dan hasilnya membantu banget,positive
Ajaib,saya g ngerti nj apkmasa d proses 10 juta tpi d kirim ny 3 juta anehhjan donload apk ni asli,negative
Ajaib,jujur ini pertama kalinya buat download apps investasi saham dan aplikasi ini benerbener mudah dimengerti cara mengoperasikannya suka banget semoga ke depannya makin lebih bagus,positive
Ajaib,aplikasi ajaib memang the best buat pemula trending gampang untuk memahaminya,positive
Ajaib,selama pakai apk ini sangat puas cocok buat pemula karena tampilan yang sederhana mudah dipahami apalagi untuk trading saham,positive
Ajaib,selalu bingung pengen nyoba nabung reksadana tp gatau harus apa karna benerbener gatau caranya akhirnya iseng cobain app ini ternyata simpel banget tidak ribet buat pemula ini cocok banget karena fitur nya tidak bikin bingung dan pastinya terpercaya buat nabung reksadana,positive
Ajaib,aku sudah beberapa bulan pakai ajaib saham buat belajar trading saham dan hasilnya beneran membantu banget awalnya aku cuma coba beli saham bbca dan antm ternyata tampilannya gampang dipahami buat pemula kayak aku selain itu fitur analisisnya lengkap jadi aku bisa pantau investasi saham dan reksa dana sekaligus di satu aplikasi sekarang aku juga mulai tertarik sama obligasi pemerintah yang ada di situ karena penjelasannya detail banget pokoknya cocok banget buat yang mau mulai investasi sa,positive
Ajaib,aplikasi scam penipuan apk miskiiin saya tidak dibayar dari event undang 3 teman invest yang berhadiah 150ribuaplikasi nya membatalkan event secara sepihakrugi 400rb gw ngundang teman gara nih apkpokoknya dendam bener gw sama ni apksampe kapanpun asal gw inget nih apk bakalan gw bintang satukan terus dirugikan gw sebagai pekerja refferel aplikasi,negative
Ajaib,mantap,positive
Ajaib,depo kena pajak pembelian kena royalti jual kena royalti mau pencairan kena royalti lagi apk apaan ini,neutral
Ajaib,lumayan,positive
Ajaib,kenapa tidak bisa dibuka ya ajaibnya sudah install ulang tetap tidak bisa,negative
Ajaib,pagi min ada gangguan tidak bisa masuk ke aplikasi,neutral
Ajaib,belum lagi saya dapat main sudah banyak kesalahan di ajaib saham ini gimananya ini admin apa ini aplikasi penipuan atau gimana baru mau mulai main saham kecil uang saya pun belum balik modal sudah error aplikasinya jangan la sampai ada yang kena tipu2,negative
Ajaib,bagus,positive
Ajaib,eror mak,negative
Ajaib,good,positive
Ajaib,apk ini sering eror yah gagal masuk ngeri,negative
Ajaib,kenapa saya saat ini tidak bisa login ke akun saya,neutral
Ajaib,belum nyampe 14dengan edcnya,negative
Ajaib,kenpa eror tidak bisa di akses,negative
Ajaib,knpa tiba tiba tidak bisa login,negative
Ajaib,aplikasi sampah tidak real time beli usdt di 16612 pas buy langsung di 16742 aplikasi sampah,negative
Ajaib,smoga suksesmasih pemula kita coba dulu bro,negative
Ajaib,nice,positive
Ajaib,pengen investasi yang mudah dan paling terpercaya cuman di apk ini sih cocok buat anak muda yang baru mau coba investasi,positive
Ajaib,aplikasi sangat lambat padahal internet bagus sinyal lancar tapi saat mau transaksi selalu muncul jaringan tidak tersedia dan juga pas topup masuknya cepet giliran withdraw lama banget waktu beli aset juga gitu lama banget masuknya diwithdraw lama,negative
Ajaib,buat pemula wajib belajar investasi saham di aplikasi ini sangat mudah dan dapat dimengerti hasil tidak mengecewakan,positive
Ajaib,mudah dipahami,positive
Ajaib,please tidak usah pake aplikasi ini sampe detik ini akun saya masih dalam verifikasi tidak bisa narik saldo juga kalau data blm di verifikasi,negative
Ajaib,baik sangat cocok pemula seperti saya,positive
Ajaib,knpa reksadana saya sudah 2 hari masih saja dalam proses,negative
Ajaib,lama bet verifikasinyajadi keganggu gua mau beli saham pas di harga bwah sudah keburu naik ketolonglah sudah banyak kasus verifikasinya lama kenapa kaga ada perbaikan,negative
Ajaib,running trade tidak update real time padahal harganya sudah berubah banget,negative
Ajaib,ajaib bener,positive
Ajaib,tidak rekommended,negative
Ajaib,bagaimana cara merubah chart candle stick diajaib yamenunya pilihan candle stick or line kok tidak muncul lagi,neutral
Ajaib,dengan ajaib saham sangat penting buat pengalaman kemajuan ekonomi kitasemoga ajaib saham tetap exsis kedepannya,positive
Ajaib,bagus banget aplikasinya udha dapet cuan enak,positive
Ajaib,aplikasi apan jlk bngt,neutral
Ajaib,baru pemula ni bisa cepat di ngerti jga,positive
Ajaib,aset hilang di ajaibjgn invest disini,neutral
Ajaib,wowo,neutral
Ajaib,mengurus verifikasi ulang ktp yang buram dibantu cs yang cepat respon via email panduannya jelas dan tidak memakan waktu lama,neutral
Ajaib,ini saat beli crypto ko g bisa nentuin harga mohon bimbingannya,neutral
Ajaib,investasi aman sekaligus dapat bonus emas hanya di ajaib saham,neutral
Ajaib,tolol apk tolol,negative
Ajaib,saya coba dulu,neutral
Ajaib,hatihati akun kalian suka di blokir perbaikanya di persulit from segala macam,negative
Ajaib,nyoba malah verifikasi diri tidak selesai sampai seminggu parah,negative
Ajaib,aplikasinya sering error,negative
Ajaib,mahal sekali tarik 9500 sdg cuan cuma 13rb saja,negative
Ajaib,bagus,positive
Ajaib,knp nih aplikasi tidak bs dihapus,neutral
Ajaib,jual saham sudah kayak antrian berbulan bulan tidak work it investasi disini,negative
Ajaib,cocok buat pemula seperti saya,positive
Ajaib,mau beli saham saja lama banget mohon menunggu registrasi anda sedang di proses lamalama aku uninstall ni aplikasi,negative
Ajaib,tolong doang masak verfikasi akun saya sudah lebih sebulan tidak selesai informasi 12 hari trus verfikasi deposit juga lama banget bisa 3 4 hari tolong doang akun saya di selesaikan verfikasi nya,negative
Ajaib,nyesel saya pake aplikasi ini transaksi lambat cairkan uang hasil jual saham harus nunggu berhari hari baru cair padahal cuma transaksi dibawah 10 jt klo trus klo diatas 100jt kya apa lamban nya,negative
Ajaib,kunfayakun,positive
Ajaib,aplikasi sangat buruk pencairan saldo rdn sudah sukses tetapi tidak masuk ke rekening pribadi entah kemana larinya saldo saya,negative
Ajaib,saya baru beberapa bulan belajar investasi saham dan pengalaman saya dengan ajaib benarbenar mengubah cara pandang saya terhadap keuangan aplikasi ini bukan hanya tempat untuk trading saham tapi juga platform belajar yang ramah bagi pemula dari fitur edukasi hingga analisis saham yang mudah dipahami semuanya terasa membantu sekarang saya bisa mengatur portofolio sendiri dengan lebih percaya diri ajaib membuat dunia investasi terasa jauh lebih dekat dan realistis,positive
Ajaib,sudah coba beberapa aplikasi investasi tapi ajaib saham paling nyaman dan mudah dipahami awalnya aku mulai dari trading saham bbca dan antm lalu belajar analisis lewat fitur edukasinya sekarang aku juga rutin nabung reksadana tiap bulan di sini semua portofolio saham dan reksadana bisa dipantau dalam satu aplikasi praktis banget feenya murah cuma 3 ribuan transaksi cepat dan tampilannya clean cocok banget buat pemula yang mau belajar investasi sekaligus cari cuan aman dan transparan,positive
Ajaib,mudah simple cepat tranparan,positive
Ajaib,dari saham antm sampai bbri semua mudah dibeli lewat ajaib cocok banget buat pemula yang mau mulai investasi saham reksadana,positive
Ajaib,waaahh bagi pemula kya sya langsung jatuh hati sama ajaib komplit dan buat tf deposit gratis tidak kya apk sebelah,positive
Ajaib,menurut gua fiturnya bagus banget gampang kita belajar dll tapi ada yang ngeri yaitu tarif invesnya ke saham as dan keamanan jellek banget,negative
Ajaib,hmm oke lahh yaa buat pemula coba saham di ajaib fiturnya lengkap prosesnya juga gampang banget tidak ribet terus sahamnya juga banyak ada saham bbca goto cdia wahhh mantap si mudah mudahan terus berkembang,positive
Ajaib,wow cocok banget buat yang baru belajar karena fiturnya lengkap mulai dari ipo september sampai update usaha mdka notifikasinya juga cepat dan mudah di pahami,positive
Ajaib,proses widraw lama banget di suruh nunggu nunggu nunggu teruss duit punya saya kok susah banget,negative
Ajaib,ajaibsaham fiturnya lumayan lengkap ada panduankamus buat trading ada juga investasi tahunan dan yang lebih menariknya ada bonus tradingnya juga lumayan lah buat pemula,positive
Ajaib,beli saham bbri di ajaib gampang banget dan tiap update harga bikin saya makin semangat nambah portofolio baru bagus banget sangat membantu untuk membeli saham dan melakukan investasi sukses terus kedepannya,positive
Ajaib,saya rasa ini aplikasi yang bagus daripada aplikasi saham lainnya sudah nyoba beberapa aplikasi juga ketemu yang cocok ya ini contoh nya seperti aplikasi saham sebelah yang mana lambat bener ketika ada problem atau bug di fix juga tidak berbeda dengan ini saham bbri bagus dan cocok untuk mahasiswapekerja yang mencari income pasif soalnya andalanku saham bbri,positive
Ajaib,awalnya cuma iseng coba investasi saham lewat ajaib tapi ternyata aplikasinya beneran keren dan gampang banget dipakai interfacenya userfriendly cocok buat pemula yang mau belajar trading saham seperti bbri bbca dan antm sekarang tiap bulan aku juga rutin nabung reksa dana di ajaib karena prosesnya cepat dan transparan fitur notifikasi harga sahamnya juga sangat membantu biar tidak ketinggalan momen cuan rekomendasi banget buat yang mau mulai investasi saham atau reksa dana dengan cara,positive
Ajaib,buat kalian yang mau investasidi aplikasi ini saja aplikasi yang mudah dan menguntungkan saya sudah membuktikan fiturnya jelas dan mudah di pahami,positive
Ajaib,sangat baik untuk menabung,positive
Ajaib,aplikasi wajib punya buat yang baru mau investasi modalnya receh mulai dari rp10 ribuan sudah bisa di sini bisa beli reksa dana dari yang aman sampai agresif trading saham dan juga investasi obligasi ♡ semuanya jadi satu di aplikasi aman karena diawasi ojk thanks ajaib,positive
Ajaib,saya saranin jangan pakai aplikasi ini kurang bagus lah,negative
Ajaib,trading saham di ajaib bikin pagi saya selalu produktif grafiknya realtime analisisnya akurat dan setiap keputusan terasa makin terarah,positive
Ajaib,suka aplikasi ini aman buat transaksi reksa dana atau beli saham ini ada trading saham investasi saham juga bisa dan banyak pilihan obligasinya bintang 5,positive
Ajaib,lama lama makin lelet ni aplikasi,negative
Ajaib,order ipo emas di ajaib bisa dapet bonus rdn lumayan banget nih daftar ajaib dulu nanti dapet cashback saham emas rp100k lumayan gaes,positive
Ajaib,baru pakai ajaib beberapa bulan dan jujur saja ini aplikasi investasi yang paling gampang dipakai tampilan aplikasinya simpel banget tidak bikin pusing kayak aplikasi saham lain buat yang baru mulai investasi juga tidak perlu takut soalnya semua langkahnya dijelasin dengan jelasyang paling aku suka buka akun dan beli saham atau reksa dana bisa langsung dari hp tidak ribet sama sekali terus ada juga fitur edukasi yang ngebantu banget buat belajar soal investasi jadi sambil nambah ilmu,positive
Ajaib,hanya sekedar mindahin saldo ke ajaib alpha saja butuh 12 jam padahal perusahaan nya sama hadeeehh ampun liatnya,negative
Ajaib,aplikasi yang sangat ribet saldo penjualan tidak langsung cair jadi tidak bisa buat treding atau langsung buat beli saham lain lagi,negative
Ajaib,aplikasi yang gampang dipakai,positive
Ajaib,proses sending saat order jual lama dan sering terkena bug pada saat melakukan order jual dan juga tidak bisa melakukan order jual untuk esok hari kurang rekomendasi untuk aplikasi ini masih bagus yang sebelah,negative
Ajaib,habis update jadi nda jelas ini aplikasi order kita sending terus mau di withdrawn nda bisa jadi jebol terus kalau mau stoploss anjir emang stop pake ajaib lah bikin malas ini aplikasi,negative
Ajaib,aplikasinya lemot buat trade susah lemot banget sudah di jual mau beli lagi tapi kayak gini tidak bisa karena saldo tidak langsung masuk ke rdn taik lah,negative
Ajaib,payah mau jual tp tidak bisa karna lot tidak tersedia padahal stok saham gw masih ada,neutral
Ajaib,makin hari makin tidak bener saja beli saham zata di haka 88 malah sending lawak banget padahal saldonya sudah dipotong pindah saja ah ke xl mulai lawak nih cc,negative
Ajaib,parah potongan saldo nya gilaaaa ketika close withdraw,negative
Ajaib,baru pertama kali cova bagus sekali beli ipo emas bnyak sekali bonusnya bisa dapet cashback saham emas 100 k apalagi lucky draw nya bisa dapat saham emas gratis,positive
Ajaib,di recomendasiin sama temen kalau mau main saham mending di ajaib saham saja ipo emasnya gede banget terus kalau order ipo emas dapet bonus rdn lumayan kan daftar saja dulu nanti bisa dapet cashback saham emas 100k di ajaib saham,positive
Ajaib,ayo mulai berinvestasi dari sekarang,neutral
Ajaib,bagus sih kalau untuk pemula perlu hati²,positive
Ajaib,aplikasi malinguang saya 123 usdketika saya belikan saham cuma 120 usdgila malingnya 3 usd coy,negative
Ajaib,sejauh ini kayaknya cuma aplikasi ini yang gampang di mengerti buat pemula yang mau berinvestasi fiturnya lengkap dan mudah di pahami,positive
Ajaib,sangat menguntungkan investasi saham di aplikasi ini,positive
Ajaib,nyoba nabung reksadana di sini bener bener gampang dan mudah banget anti ribet ribet,positive
Ajaib,apk saham paling mudah ya ajaib saham,positive
Ajaib,ajaib saham mudah untuk digunakan terimakasih untuk developer ajaib saham,positive
Ajaib,keluhan sama seperti yang lain deposit sangat delay auto jual semua saham di ajaib ganti platform lain,negative
Ajaib,sejauh ini aplikasi ajaib ini sih yang paling gampang buat pemula yang baru terjun main saham,positive
Ajaib,aplikasi ini cocok buat yang belajar saham tampilan nya simpel dan fiturnya lengkap,positive
Ajaib,ipo emas jadi topik yang aku temukan pertama kali lewat aplikasi ajaib dan ternyata informasinya lengkap banget aplikasinya mudah digunakan tampilannya rapi dan cocok buat pemula yang mau belajar investasi saham maupun reksa dana pokoknya ajaib sangat membantu aku dalam memantau perkembangan pasar,positive
Ajaib,mhn maaf sblmnya ini sy sdh 2 minggu lebih daftar di aplikasi ajaib statusnya msh verifikasi trs pdhal di aplikasi tertulis 12 hari saja sdh chat admin msh lama jg jadi khawatir investasi di ajaib baru mau daftar saja sdh selama ini maaf sblmnya sdh pke bibit dan stockbit cpt daftarnya tertulis 12 hari kerja kenyataannya malah lbh cepat semoga bs lebih baik buat ajaib terima kasih,negative
Ajaib,aplikasinya bagus dan sizenya ringan banget apalagi sahamnya juga murah murah ini aplikasi the best buat yang mau investasi kecil kecil an,positive
Ajaib,update yang sungguh memuaskan banyak fitur baru di company profile yang sangat membantu menganalisa semoga ajaib tambah improve kedepannya dan setia menemani perjalanan investasi saya,positive
Ajaib,aplikasi ini bagus cocok yang mau investasi sahamcryptoobligasireksa danafee nya rendah hanya 10ribu,positive
Ajaib,saran dari saya untuk nilai di pl dibuat nilai bersihnya bukan nilai kotornya dan juga tampilkan winrate nya terimakasih berharap bisa di perbarui lagi terimakasih,neutral
Ajaib,aplikasi saham yang sangat luar biasasaya sudah mencoba dan tidak ada kendala apapun joss,positive
Ajaib,investasi di sini sangat memuaskan sih karena modalnya terjangkau pengelolaannya profesional dan hasil yang didapat cukup stabil investasi ini juga fleksibel dan mudah dicairkan kapan saja tanpa biaya besar cocok banget untuk aku yang pemula ingin mulai mengembangkan dana dengan risiko terukur,positive
Ajaib,tolong apilkasi kalian ini perbaiki dong deposit sama witdraw lama proses,negative
Ajaib,terimakasih sudah membersamai selama 2 tahun ini transaksi mudah untuk aku si pemula ajaib ini cocok banget buat yang baru belajar saham setelah mencoba beberapa platform saya menemukan bahwa ajaib menjadi pilihan terbaik,positive
Ajaib,hai gaes ada satu informasi menarik bagi kamu ipo anak usaha mdka katanya dibulan september inipengalaman beli di ajaib cepet dan dapet jatahnya trus bisa dapet rdn jugabanyak yang sudah membuktikan juga tidak mengecewakan dan terpercaya,positive
Ajaib,aplikasi ajaib saham cocok banget buat yang mau mulai trading saham fiturnya lengkap tampilannya simpel dan proses jualbelinya juga cepat,positive
Ajaib,baru pemula masih belajar kasih bintang 3 dulu,negative
Ajaib,aplikasinya mudah dan cepat sangat membantu buat aku yang mulai bermain saham banyak pilihan dari perusahaan ternama pokoknya ngebantu banget buat yang mau investasi,positive
Ajaib,memudahkan investasi dan bbri apalagi ada reksadana dan saham the best pokoknya ditingkatkan lagi ya min ajib dah,positive
Ajaib,baru coba aplikasi ajaib dan ternyata enak banget dipake fiturnya lengkap tampilannya simple tidak ribet cocok buat yang pengen mulai investasi saham tapi masih pemula kayak gue bisa liat info saham kayak bbri juga terus ada pilihan reksadana buat yang mau main aman pokoknya worth it banget lah buat dicoba,positive
Ajaib,aplikasi yang luar biasa untuk memulai dan mengelola investasi tampilannya userfriendly banget cocok untuk pemula seperti saya pilihan produk reksadananya beragam dan belijual saham juga cepat dan mudah saya senang karena bisa memantau pergerakan saham favorit seperti bbri dengan realtime di satu aplikasi,positive
Ajaib,aplikasi bagus saya sudah berinvestasi disini,positive
Ajaib,ajaib adalah investasi reksadana terbaik dengan cs yang sangat ramah dan pencairan yang sangat mudah,positive
Ajaib,cocok buat pemula untuk deposit tidak ada potongan pencarian nya juga cukup mudah dan banyak pilihan aset dari perusahaan ternama,positive
Ajaib,aplikasi yang bagus buat inventasi saham tampilannya oke banyak pilihan aset seperti bbri reksadana dan lain lain serta untuk deposit rekeningnya mudah banget cocok untuk pemula,positive
Ajaib,aplikasi bagus deposit cepet,positive
Ajaib,aplikasi ajaib benarbenar membantu saya dalam belajar investasi tampilannya mudah digunakan fiturfiturnya lengkap dan sangat cocok untuk pemula yang ingin mulai berinvestasi dengan aman dan nyaman,positive
Ajaib,aplikasi nya mudah dan cepat dipahami saya suka aplikasi inidan cepat proses transaksi nya,positive
Ajaib,ajaib emg aplikasi paling top deh buat pemula yang mau belajar investasi saham dll soalnya banyak banget pilihannya mudah juga pengoperasian nya top pokonya,positive
Ajaib,aplikasi nya sangat membantu buat kita yang sedang belajar investasi,positive
Ajaib,aplikasi ini sangat bagus untuk pemula seperti aku yang mau belajar investasi deposit dan withdraw juga cepet,positive
Ajaib,transaksi mudah tidak pake ribet gas fee ny juga tergolong rendah jadi potongan tidak gede mantep dah,positive
Ajaib,awalnya cuma penasaran sama dunia investasi saham akhirnya coba ajaib tidak nyangka semudah ini buat mulai trading saham bbca dan antm fiturnya lengkap tampilannya rapi dan update harga selalu realtime aku juga belajar nabung reksadana langsung di aplikasi tinggal klik saja tanpa ribet sekarang tiap pagi buka ajaib sudah kayak rutinitas seru apalagi pas lihat saham bbri naik cocok banget buat pemula yang pengen belajar investasi dari nol,positive
Ajaib,sebagai pemula di bidang saham plafon ajaib sangat membantu banyak fitur yang buat kita pengguna sangat mudah dipahami ada juga info ipo dan bisa langsung kita beli pokok nya the best ajaib,positive
Ajaib,order ipo emas di ajaib bisa dapetin bonus rdn lumayan banget sih ini huwaaaa,positive
Ajaib,beli ipo emas di sini tuh oke banget sih mnurutku soalnya prospeknya jangka panjang bisa buat invest nih yang bngung mau invest di mna recommded,positive
Ajaib,aplikasi ajaib saham benarbenar membantu saya memahami dunia investasi fitur analisisnya lengkap cocok untuk pemula maupun yang sudah berpengalaman saya juga suka karena update tentang ipo 2025 dan anak usaha mdka selalu cepat rekomendasi banget buat yang mau belajar tentang saham mdka ipo emas atau pani gold antarmukanya simpel dan edukatif,positive
Ajaib,kalau ada info ipo gitu selalu belinya di ajaib yang terdekat katanya ada ipo pani bersama pama di ajaib pasti japat jatah ipo sih,positive
Ajaib,tidak bisa pakai bank digital seperti jago,negative
Ajaib,ipo emas ini kayanya gede banget prospeknya bagus jangka panjang karena ada konglo aku sudah pesen di ajaib semoga dapet,positive
Ajaib,yang suka main saham wajib install ajaib saham sih ini ipo emas nya gede banget dan sangat bagus prospeknya untuk jangka panjangudah gitu masih dapet bonus rdn auto cuan banget inimah kalau ada info ipo selalu langsung ke ajaib saham karena memang secuan itu,positive
Ajaib,tidak ada fasilitas wddepo lewat ewallet harus pake rekening bank tidak ada waktu buat urus bikin rek bank,neutral
Ajaib,awalnya saya agak takut terjun ke dunia trading saham karena kesannya ribet dan berisiko tapi sejak pakai ajaib semua terasa lebih terarah fitur notifikasi harga dan analisisnya bikin saya lebih percaya diri ambil keputusan jualbeli sekarang tiap pagi bukan cuma buka media sosial tapi juga cek portofolio di ajaib dulu rasanya kayak punya asisten pribadi yang paham pasar saham,positive
Ajaib,pemulamasih belajar,positive
Ajaib,i am king god king wisnu adji sulistyo i am graduation doctor from god zeus yeeeees,neutral
Ajaib,lkko kol,neutral
Ajaib,sangat jelek sinyal bagus taoi loading sangat lama tiba² keluar sendiri susah untuk analisa kalau tiba² ada bug sangat kecewa,negative
Ajaib,keren,positive
Ajaib,cs atas nama ana pelayanan buruk slow respon dan tidak membantu sama sekali pelayanan buruk sepanjang aplikasi,negative
Ajaib,‎cashback saham emas membuat saya selalu semangat membeli saham setiap ada kesempatan investasi saham disini paling aman,positive
Ajaib,aplikasi ajaib adalah aplimasi paling lemot kalau mau wd dana nunggu dari reksa dana sudah 7 hari lebih mau pindh di rekining utama saja dua hari aplikasi macam apa ini sabar ku sudah mentok boss kalau gini terus kalah sama apk lain pasti tolong dipahami,negative
Ajaib,bagus banget aplikasi ajaib saham ini gua sudah lama make ini aplikasi ajaib saham dan tidak pernah berubah gaes investasi saham dsini aman banget ccok buat kalian yang baru nyoba tranding dan gua bisa nabung di reksadana pokoknya rekomendasi banget deh jangan lupa download,positive
Ajaib,cara memperbaiki akun yang lupa itu sulit,negative
Ajaib,tolong la di percepat penjualan aset nya,neutral
Ajaib,lagi mau registrasi saja uda macet,negative
Ajaib,sering tidak mau ngebuka di infinix note 40 untuk temen² untuk aplikasi serupa saya lebih menyarankan stockbit,negative
Ajaib,mohon maaf ajaib mengapa runnin trade nya tidak bisa di buka disaat waktu yang tidak tepat begini,negative
Ajaib,beli rdpu upload bukti transaksi sebelum jam 1200 baru di prosesnya diatas jam 1300 harusnya besok uda masuk ini masuknya besok lusanya aturan rdpu kalau transaksi upload bukti transaksi di atas jam 1300 unit masuk besok lusa nya cs dihubungin juga lambat banget respon nya ngecek saja butuh waktu setengah jam parah,negative
Ajaib,untuk transaksi apapun sangat mudah pembelian dan ipo saham sangat mudah untuk deposit juga nggk kena potongan merasa sangat terbantu dengan adanya aplikasi ini,positive
Ajaib,aplikasi yang paling mudah untuk pembelian saham ataupun crypto dapat rekom dari temen langsung pokoknya the best,positive
Ajaib,sekarang lagi rame banget soal ipo emas dan aku langsung pesen lewat ajaib soalnya prosesnya cepat dan gampang banget prospeknya juga kelihatan bagus banget buat jangka panjang karena didukung grup besar semoga saja dapet allotmentnya bulan september ini juga kabarnya bakal ada ipo anak usaha mdka yaitu pama dan aku sudah siapsiap beli juga di ajaib dari pengalaman sebelumnya beli ipo di ajaib itu lancar banget dan kadang bisa dapet bonus rdn juga pokoknya kalau ada info ipo 2025 at,positive
Ajaib,suka banget sama ajaib karena tiap ada saham yang akan ipo infonya lengkap banget sekarang lagi hype ipo anak usaha mdka pama dan ipo emas dan semua bisa dibeli langsung lewat aplikasinya aku juga dapet cashback saham emas rp100k mantap banget,positive
Ajaib,aplikasi nya enak untuk saya sebagai pemula transaksi mudah dan fitur2 nya lengkap kaya buat beli saham crypto dan obligasi komplit pokok nya dan mudah mudahan saya dapat cashback emas rp100k,positive
Ajaib,lagi nunggu ipo pani pama anak usaha mdka beli lewat ajaib saja biar dapet jatah ipo lebih gampang plus bisa dapet cashback saham emas juga lumayan banget,positive
Ajaib,ipo emas kyknya gede banget beli di ajaib siapa tau dapat emas,positive
Ajaib,ipo emas ipo emas ini kayanya gede banget prospeknya bagus jangka panjang karena ada konglo aku sudah pesen di ajaib semoga dapet,positive
Ajaib,aplikasi mudah di mengerti tapi pas posisi sell terlalu lama masuk ke akun rdn jadi uangnya tidak bisa di olah lagi,negative
Ajaib,best banget buat pemula tinggal daftar ajaib saja dlu nanti bisa dapet cashback emas rp 100k lumayan banget dan jang lupa di ajaib juga bisa dapet saham emas gratis,positive
Ajaib,ipo emas ini kayanya gede banget bagus juga untuk jangka panjang makin betah di ajaib,positive
Ajaib,ipo saham mdka ini memiliki biaya transaksi saham yang rendah cocok untuk invest pemula dan saat melakukan pendaftaran prosesnya sangat sangat mudah,positive
Ajaib,aplikasi saham dan reksadana buat anak muda baguss banget buat pemulaaa yang mau coba reksadanaa ok banget,positive
Ajaib,bismillah 2m,positive
Ajaib,exchange terkocak deposit lamaa benerrr ge kira cuma karena ada problem saja awalnya taunyaa ehh tiap kalian deposit dari ajaib rdn ke ajaib alpha emang ajaibbbb benerrrr,negative
Ajaib,ipo emas sangat menguntungkan untuk investasi jangka panjang setiap tahunnya nilai emas semakin tinggi sangat efesien untuk ipo emas di ajaib,positive
Ajaib,keamanan dan pelayanan di ajaib sepertinya kurang setelah gua bandingkan dengan di sebelah,negative
Ajaib,deposit cepet giliran withdraw setengah hari pun belum masuk,neutral
Ajaib,aplikasi aneh susah masuknya ngak bagusss,negative
Ajaib,aplikasi ajaib saham cocok untuk investor pemula dan menengah yang ingin membeli saham ipo 2025 promo menarik daftar ajaib ada promo lucky draw menarik bisa dapat emas,neutral
Ajaib,ipo emas ini prospeknya gokil banget gede dan jangka panjang order ipo emas skrg di ajaib langsung dapet bonus gokil dan mayan banget sih,positive
Ajaib,pelayanan costomer sangat baik sekali dan cart nya saja agak delay kalau ada perubahan harga pada future,positive
